School DBN,Type of School,Article.28,Article.28.Name,Article.31.Clininc.Onsite,Article.31.Provider,Funded.Article.31.Clinic,Community.School.w..MH.Funding,SRT,Promise.Zone,X100.Schools.Project,School.MH.Supervisor,School.MH.Consultant,School.Name,Address,lon,lat,geoAddress
27Q045,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 045 Clarence Witherspoon,"126-28 150 STREET,QUEENS,NY,11436",-73.7886884,40.6719897,"12628 150th st, south ozone park, ny 11436, usa"
27Q047,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,P.S. 047 Chris Galas,"9 POWER ROAD,QUEENS,NY,11693",-73.8208123,40.6064907,"9 power road, broad channel, ny 11693, usa"
27Q051,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,P.S. 051,"87-45 117 STREET,QUEENS,NY,11418",-73.8317279,40.6981841,"87-45 117th st, richmond hill, ny 11418, usa"
27Q053,Community School,X,Northwell LIJ,,,,Renewal,,,,,,M.S. 053 Brian Piccolo,"10-45 NAMEOKE STREET,QUEENS,NY,11691",-73.7499002,40.6039467,"10-45 nameoke st, far rockaway, ny 11691, usa"
27Q056,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P.S. 056 Harry Eichler,"86-10 114 STREET,QUEENS,NY,11418",-73.8354709,40.6991063,"86-10 114th st, richmond hill, ny 11418, usa"
27Q060,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P.S. 060 Woodhaven,"91-02 88 AVENUE,QUEENS,NY,11421",-73.85279,40.691436,"91-02 88th ave, jamaica, ny 11421, usa"
27Q062,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P. S. 62 - Chester Park School,"97-25 108 STREET,QUEENS,NY,11419",-73.8359335,40.6888061,"97-25 108th st, south richmond hill, ny 11419, usa"
27Q063,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,P.S. 063 Old South,"90-15 SUTTER AVENUE,QUEENS,NY,11417",-73.84656,40.6769032,"90-15 sutter ave, jamaica, ny 11417, usa"
27Q064,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,P.S. 064 Joseph P. Addabbo,"82-01 101 AVENUE,QUEENS,NY,11416",-73.8568187,40.681749,"82-1 101st ave, ozone park, ny 11416, usa"
27Q066,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S. 066 Jacqueline Kennedy Onassis,"85-11 102 STREET,QUEENS,NY,11418",-73.8459904,40.6979499,"85-11 102nd st, richmond hill, ny 11418, usa"
27Q090,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P.S. 090 Horace Mann,"86-50 109 STREET,QUEENS,NY,11418",-73.8392673,40.6967154,"86-50 109th st, richmond hill, ny 11418, usa"
27Q096,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,P.S. 096,"130-01 ROCKAWAY BOULEVARD,QUEENS,NY,11420",-73.8081328,40.6753489,"130-01 rockaway blvd, jamaica, ny 11420, usa"
27Q097,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P.S. 097 Forest Park,"85-52 85 STREET,QUEENS,NY,11421",-73.860039,40.694215,"85-52 85th st, jamaica, ny 11421, usa"
27Q100,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,P.S. 100 Glen Morris,"111-11 118 STREET,QUEENS,NY,11420",-73.8217216,40.6797868,"11111 118th st, south ozone park, ny 11420, usa"
27Q104,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,P.S. 104 The Bays Water,"26-01 MOTT AVENUE,QUEENS,NY,11691",-73.7648988,40.6081998,"26-1 mott ave, far rockaway, ny 11691, usa"
27Q105,PIP,,.,,,,,,,,,,P.S. 105 The Bay School,"420 BEACH  51 STREET,QUEENS,NY,11691",-73.7815235,40.5959676,"420 beach 51st st, far rockaway, ny 11691, usa"
27Q106,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,Lighthouse Elementary School,"180 BEACH  35 STREET,QUEENS,NY,11691",-73.7671077,40.5946809,"180 beach 35th st, far rockaway, ny 11691, usa"
27Q108,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S. 108 Captain Vincent G. Fowler,"108-10 109 AVENUE,QUEENS,NY,11420",-73.8309215,40.6793212,"108-10 109th ave, south ozone park, ny 11420, usa"
27Q114,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S./M.S. 114 Belle Harbor,"134-01 CRONSTON AVENUE,QUEENS,NY,11694",-73.8541013,40.5779235,"134-1 cronston ave, rockaway park, ny 11694, usa"
27Q123,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 123,"145-01 119 AVENUE,QUEENS,NY,11436",-73.7956329,40.6787294,"145-01 119th ave, jamaica, ny 11436, usa"
27Q124,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Janelle Morris,P.S. 124 Osmond A Church,"129-15 150 AVENUE,QUEENS,NY,11420",-73.8110933,40.665478,"129-15 150th ave, jamaica, ny 11420, usa"
27Q137,PIP,,.,X,Catholic Charities of New York,,,,,X,,,M.S. 137 America's School of Heroes,"109-15 98 STREET,QUEENS,NY,11417",-73.8396521,40.6780703,"109-15 98th st, jamaica, ny 11417, usa"
27Q197,Community School,,.,X,Child Center of NY,X,RISE,,,,,,P.S. 197 The Ocean School,"825 HICKSVILLE ROAD,QUEENS,NY,11691",-73.7440001,40.5998712,"825 hicksville rd, far rockaway, ny 11691, usa"
27Q202,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,J.H.S. 202 Robert H. Goddard,"138-30 LAFAYETTE STREET,QUEENS,NY,11417",-73.8456739,40.671035,"138-30 lafayette st, ozone park, ny 11417, usa"
27Q207,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,P.S. 207 Rockwood Park,"159-15 88 STREET,QUEENS,NY,11414",-73.843869,40.657724,"159-15 88th st, jamaica, ny 11414, usa"
27Q210,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,J.H.S. 210 Elizabeth Blackwell,"93-11 101 AVENUE,QUEENS,NY,11416",-73.8475694,40.684802,"93-11 101st ave, jamaica, ny 11416, usa"
27Q223,Consultant Program,X,Jamaica Hospital Medical Center,,,,,,,,IC Phyllis Miner,Ghislanie Posy,P.S. 223 Lyndon B. Johnson,"125-20 SUTPHIN BOULEVARD,QUEENS,NY,11434",-73.7902123,40.674555,"125-20 sutphin blvd, jamaica, ny 11434, usa"
27Q226,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,J.H.S. 226 Virgil I. Grissom,"121-10 ROCKAWAY BOULEVARD,QUEENS,NY,11420",-73.816818,40.6750888,"121-10 rockaway blvd, south ozone park, ny 11420, usa"
27Q232,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S. 232 Lindenwood,"153-23 83 STREET,QUEENS,NY,11414",-73.8508003,40.6657686,"153-23 83rd st, howard beach, ny 11414, usa"
27Q253,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,P.S. 253,"1307 CENTRAL AVENUE,QUEENS,NY,11691",-73.748843,40.6073901,"13-07 central ave, far rockaway, ny 11691, usa"
27Q254,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S. 254 - The Rosa Parks School,"84-40 101 STREET,QUEENS,NY,11418",-73.847866,40.697177,"84-40 101st st, jamaica, ny 11418, usa"
27Q273,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,P.S. 273,"88-07 102ND STREET,QUEENS,NY,11418",-73.8444669,40.6935877,"88-7 102nd st, richmond hill, ny 11418, usa"
27Q297,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,Hawtree Creek Middle School,"121-10 ROCKAWAY BOULEVARD,QUEENS,NY,11420",-73.816818,40.6750888,"121-10 rockaway blvd, south ozone park, ny 11420, usa"
27Q306,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,New York City Academy for Discovery,"95-16 89TH AVENUE,QUEENS,NY,11421",-73.8486144,40.6915413,"95-16 89th ave, jamaica, ny 11421, usa"
27Q314,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,Epic High School - South,"121-10 ROCKAWAY BOULEVARD,QUEENS,NY,11420",-73.816818,40.6750888,"121-10 rockaway blvd, south ozone park, ny 11420, usa"
27Q316,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,Queens Explorers Elementary School,"90-07 101ST AVENUE,QUEENS,NY,11416",-73.8499654,40.6833396,"90-7 101st ave, ozone park, ny 11416, usa"
27Q317,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,Waterside Children's Studio School,"190 BEACH 110 STREET,ROCKAWAY PARK,NY,11694",-73.831438,40.5809346,"190 beach 110th st, rockaway park, ny 11694, usa"
27Q318,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,Waterside School For Leadership,"190 BEACH 110 STREET,ROCKAWAY PARK,NY,11694",-73.831438,40.5809346,"190 beach 110th st, rockaway park, ny 11694, usa"
27Q323,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,Scholars' Academy,"320 BEACH 104TH STREET,QUEENS,NY,11694",-73.8250892,40.5842722,"320 beach 104th st, rockaway park, ny 11694, usa"
27Q333,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,Goldie Maple Academy,"3-65 BEACH 56 STREET,QUEENS,NY,11692",-73.786652,40.593987,"3-65 beach 56th st, far rockaway, ny 11692, usa"
27Q334,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,Epic High School - North,"94-25 117TH STREET,QUEENS,NY,11419",-73.8290215,40.6926886,"94-25 117th st, south richmond hill, ny 11419, usa"
27Q351,Community School,,.,X,Sheltering Arms,X,AIDP,,,,,,Rockaway Collegiate High School,"100-00 BEACH CHANNEL DRIVE,QUEENS,NY,11694",-73.8234351,40.5866656,"100-00 beach channel dr, rockaway park, ny 11694, usa"
27Q362,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,Wave Preparatory Elementary School,"535 BRIAR PLACE,QUEENS,NY,11691",-73.7583581,40.5997512,"535 briar pl, far rockaway, ny 11691, usa"
27Q400,Community School,,.,X,Child Center of NY,X,Renewal,,,,,,August Martin High School,"156-10 BAISLEY BOULEVARD,QUEENS,NY,11434",-73.7831781,40.6748926,"156-10 baisley blvd, jamaica, ny 11434, usa"
27Q475,Community School,,.,X,Child Center of NY,X,Renewal,,,,,,Richmond Hill High School,"89-30 114 STREET,QUEENS,NY,11418",-73.8339115,40.6949961,"89-30 114th st, richmond hill, ny 11418, usa"
27Q480,Community School,X,Northwell LIJ,,,,Renewal,,,,,,John Adams High School,"101-01 ROCKAWAY BOULEVARD,QUEENS,NY,11417",-73.8369699,40.6786025,"101-01 rockaway blvd, jamaica, ny 11417, usa"
27Q650,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,"High School for Construction Trades, Engineering and Architecture","94-06 104TH STREET,QUEENS,NY,11416",-73.8412316,40.6892738,"94-06 104th st, jamaica, ny 11416, usa"
28Q008,Community School,,.,X,Child Center of NY,X,Renewal,,,,,,J.H.S. 008 Richard S. Grossley,"108-35 167 STREET,QUEENS,NY,11433",-73.7864872,40.697147,"108-35 167th st, jamaica, ny 11433, usa"
28Q050,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,P.S. 050 Talfourd Lawn Elementary School,"143-26 101 AVENUE,QUEENS,NY,11435",-73.806938,40.6950271,"143-26 101st ave, jamaica, ny 11435, usa"
28Q054,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,P.S. 054 Hillside,"86-02 127 STREET,QUEENS,NY,11418",-73.8244673,40.7026728,"86-02 127th st, jamaica, ny 11418, usa"
28Q055,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 055 Maure,"131-10 97 AVENUE,QUEENS,NY,11419",-73.816147,40.6936,"131-10 97th ave, south richmond hill, ny 11419, usa"
28Q080,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,PS 80  The Thurgood Marshall Magnet School of Multimedia and Communication,"171-05 137TH AVENUE,JAMAICA,NY,11434",-73.768838,40.6734479,"171-05 137th ave, jamaica, ny 11434, usa"
28Q082,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P.S. 082 Hammond,"88-02 144 STREET,QUEENS,NY,11435",-73.8121997,40.7040772,"88-2 144th st, jamaica, ny 11435, usa"
28Q099,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,P.S. 099 Kew Gardens,"82-37 KEW GARDENS ROAD,QUEENS,NY,11415",-73.827742,40.711486,"82-37 kew gardens rd, jamaica, ny 11415, usa"
28Q101,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 101 School in the Gardens,"2 RUSSELL PLACE,QUEENS,NY,11375",-73.843379,40.715537,"2 russell pl, flushing, ny 11375, usa"
28Q117,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,P.S. 117 J. Keld / Briarwood School,"85-15 143 STREET,QUEENS,NY,11435",-73.8130569,40.7102309,"85-15 143rd st, briarwood, ny 11435, usa"
28Q121,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S. 121 Queens,"126-10 109 AVENUE,QUEENS,NY,11420",-73.8155423,40.6838583,"126-10 109th ave, south ozone park, ny 11420, usa"
28Q139,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 139 Rego Park,"93-06 63 DRIVE,QUEENS,NY,11374",-73.8625699,40.7278726,"93-06 63rd dr, flushing, ny 11374, usa"
28Q140,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 140 Edward K Ellington,"166-01 116 AVENUE,QUEENS,NY,11434",-73.7810179,40.6873644,"166-01 116th ave, jamaica, ny 11434, usa"
28Q144,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 144 Col Jeromus Remsen,"93-02 69 AVENUE,QUEENS,NY,11375",-73.8529435,40.7150517,"93-02 69th ave, flushing, ny 11375, usa"
28Q161,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,P.S. 161 Arthur Ashe School,"101-33 124 STREET,QUEENS,NY,11419",-73.821065,40.690426,"101-33 124th st, jamaica, ny 11419, usa"
28Q167,Consultant Program,,.,,,,,,,,Marcia Chichester- IC,Danielle Lambert,Metropolitan Expeditionary Learning School,"91-30 METROPOLITAN AVENUE,QUEENS,NY,11375",-73.8557889,40.7088459,"91-30 metropolitan ave, forest hills, ny 11375, usa"
28Q174,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 174 William Sidney Mount,"65-10 DIETERLE CRESCENT,QUEENS,NY,11374",-73.861471,40.720572,"65-10 dieterle crescent, flushing, ny 11374, usa"
28Q175,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Janelle Morris,P.S. 175 The Lynn Gross Discovery School,"64-35 102 STREET,QUEENS,NY,11374",-73.852491,40.7308519,"64-35 102nd st, rego park, ny 11374, usa"
28Q182,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S. 182 Samantha Smith,"153-27 88TH AVENUE,QUEENS,NY,11432",-73.8032616,40.7066992,"153-27 88th ave, jamaica, ny 11432, usa"
28Q190,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,J.H.S. 190 Russell Sage,"68-17 AUSTIN STREET,QUEENS,NY,11375",-73.8518455,40.7230138,"68-17 austin st, forest hills, ny 11375, usa"
28Q196,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Janelle Morris,P.S. 196 Grand Central Parkway,"71-25 113 STREET,QUEENS,NY,11375",-73.8377256,40.722976,"71-25 113th st, flushing, ny 11375, usa"
28Q206,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 206 The Horace Harding School,"61-02 98 STREET,QUEENS,NY,11374",-73.8608346,40.7341575,"61-2 98th st, rego park, ny 11374, usa"
28Q217,PIP,,.,,,,,,,,,,J.H.S. 217 Robert A. Van Wyck,"85-05 144 STREET,QUEENS,NY,11435",-73.8118746,40.7105094,"85-05 144th st, jamaica, ny 11435, usa"
28Q220,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Janelle Morris,P.S. 220 Edward Mandel,"62-10 108 STREET,QUEENS,NY,11375",-73.8518454,40.7365,"62-10 108th st, forest hills, ny 11375, usa"
28Q303,Consultant Program,,.,,,,,,,,IC Phyllis Miner,TBA,The Academy for Excellence through the Arts,"108-55 69 AVENUE,QUEENS,NY,11375",-73.8440424,40.7257552,"108-55 69th ave, forest hills, ny 11375, usa"
28Q310,PIP,,.,X,Queens Hospital,,,,,X,,,Queens Collegiate: A College Board School,"167-01 GOTHIC DRIVE,JAMAICA,NY,11432",-73.7982524,40.7144332,"167-01 gothic dr, jamaica, ny 11432, usa"
28Q332,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,Redwood Middle School,"133-25 GUY R BREWER BOULEVARD,QUEENS,NY,11434",-73.7757841,40.6749335,"133-25 guy r brewer blvd, jamaica, ny 11434, usa"
28Q338,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts- IC,Celene Izean,Queens Satellite High School for Opportunity,"162-02 HILLSIDE AVENUE,QUEENS,NY,11432",-73.7995851,40.7082557,"162-02 hillside avenue, jamaica, ny 11432, usa"
28Q349,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,The Queens School for Leadership and Excellence,"88-08 164TH STREET,QUEENS,NY,11432",-73.7984476,40.7084373,"88-08 164th st, jamaica, ny 11432, usa"
28Q354,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,The Jermaine L. Green STEM Institute of Queens,"126-10 BEDELL STREET,QUEENS,NY,11434",-73.7744566,40.6797883,"126-10 bedell st, jamaica, ny 11434, usa"
28Q358,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,M.S. 358,"88-08 164TH STREET,QUEENS,NY,11432",-73.7984476,40.7084373,"88-08 164th st, jamaica, ny 11432, usa"
28Q440,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,Forest Hills High School,"67-01 110 STREET,QUEENS,NY,11375",-73.8446293,40.7298471,"67-01 110th st, forest hills, ny 11375, usa"
28Q505,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts- IC,Celene Izean,Hillcrest High School,"160-05 HIGHLAND AVENUE,QUEENS,NY,11432",-73.8024716,40.7095227,"160-05 highland ave, jamaica, ny 11432, usa"
28Q620,PIP,,.,,,,,,,,,,Thomas A. Edison Career and Technical Education High School,"165-65 84 AVENUE,QUEENS,NY,11432",-73.7988039,40.7162107,"165-65 84th ave, jamaica, ny 11432, usa"
28Q680,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,Queens Gateway to Health Sciences Secondary School,"160-20 GOETHALS AVENUE,QUEENS,NY,11432",-73.8059729,40.7184754,"160-20 goethals ave, jamaica, ny 11432, usa"
28Q686,Consultant Program,,.,,,,,,,,Phyllis Miner,Rashnell Oxley,Queens Metropolitan High School,"91-30 METROPOLITAN AVENUE,QUEENS,NY,11375",-73.8557889,40.7088459,"91-30 metropolitan ave, forest hills, ny 11375, usa"
28Q687,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,Queens High School for the Sciences at York College,"94-50 159 STREET,QUEENS,NY,11433",-73.7983153,40.7009286,"94-50 159th st, jamaica, ny 11433, usa"
28Q690,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,High School for Law Enforcement and Public Safety,"116-25 GUY R BREWER BOULEVARD,QUEENS,NY,11434",-73.7833592,40.685904,"116-25 guy r brewer blvd, jamaica, ny 11434, usa"
28Q896,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts- IC,Celene Izean,"Young Women's Leadership School, Queens","150-91 87 ROAD,QUEENS,NY,11432",-73.8041807,40.7084525,"150-91 87th rd, jamaica, ny 11432, usa"
29Q015,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,P.S. 015 Jackie Robinson,"121-15 LUCAS STREET,QUEENS,NY,11413",-73.7568074,40.6859976,"121-15 lucas st, jamaica, ny 11413, usa"
29Q033,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S. 033 Edward M. Funk,"91-37 222 STREET,QUEENS,NY,11428",-73.73409,40.727164,"91-37 222nd st, jamaica, ny 11428, usa"
29Q034,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,P.S. 034 John Harvard,"104-12 SPRINGFIELD BOULEVARD,QUEENS,NY,11429",-73.7375464,40.710956,"104-12 springfield blvd, queens village, ny 11429, usa"
29Q035,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 035 Nathaniel Woodhull,"191-02 90 AVENUE,QUEENS,NY,11423",-73.7688809,40.713433,"191-02 90th ave, jamaica, ny 11423, usa"
29Q036,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P.S. 036 Saint Albans School,"187-01 FOCH BOULEVARD,QUEENS,NY,11412",-73.764017,40.690733,"187-1 foch blvd, st. albans, ny 11412, usa"
29Q037,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,Cynthia Jenkins School,"179-37 137 AVENUE,QUEENS,NY,11434",-73.7585879,40.6761819,"179-37 137th ave, jamaica, ny 11434, usa"
29Q038,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,P.S. 038 Rosedale,"135-21 241 STREET,QUEENS,NY,11422",-73.7338533,40.671165,"135-21 241st st, rosedale, ny 11422, usa"
29Q052,Consultant Program,,.,,,,,,,,Phyllis Miner,Pia Turner,P.S. 052 Queens,"178-37 146 TERRACE,QUEENS,NY,11434",-73.7668134,40.6613327,"178-37 146th terrace, jamaica, ny 11434, usa"
29Q095,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P.S. 095 Eastwood,"179-01 90 AVENUE,QUEENS,NY,11432",-73.783282,40.711288,"179-01 90th ave, jamaica, ny 11432, usa"
29Q116,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S./I.S. 116 William C. Hughley,"107-25 WREN PLACE,QUEENS,NY,11433",-73.7818452,40.7006877,"107-25 wren pl, jamaica, ny 11433, usa"
29Q131,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,P.S. 131 Abigail Adams,"170-45 84 AVENUE,QUEENS,NY,11432",-73.7939177,40.7169971,"170-45 84th ave, jamaica, ny 11432, usa"
29Q132,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P.S. 132 Ralph Bunche,"132-15 218 STREET,QUEENS,NY,11413",-73.7496704,40.6819255,"132-15 218th st, laurelton, ny 11413, usa"
29Q134,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P.S. 134 Hollis,"203-02 109 AVENUE,QUEENS,NY,11412",-73.7548656,40.7078275,"203-2 109th ave, st. albans, ny 11412, usa"
29Q135,Consultant Program,,.,,,,,,,,IC Phyllis Miner,Ghislanie Posy,The Bellaire School,"207-11 89 AVENUE,QUEENS,NY,11427",-73.757595,40.720849,"207-11 89th ave, jamaica, ny 11427, usa"
29Q138,Consultant Program,,.,X,,,,X,,,Phyllis Miner,Pia Turner,P.S./M.S. 138 Sunrise,"251-11 WELLER AVENUE,QUEENS,NY,11422",-73.7344343,40.6599832,"251-11 weller ave, jamaica, ny 11422, usa"
29Q147,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S./M.S. 147 Ronald McNair,"218-01 116 AVENUE,QUEENS,NY,11411",-73.740151,40.698026,"218-01 116th ave, jamaica, ny 11411, usa"
29Q156,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S. 156 Laurelton,"229-02 137 AVENUE,QUEENS,NY,11413",-73.743438,40.6720872,"229-02 137th ave, jamaica, ny 11413, usa"
29Q176,Consultant Program,,.,,,,,,,,Phyllis Miner,Nadine Ahmed,P.S. 176 Cambria Heights,"120-45 235 STREET,QUEENS,NY,11411",-73.7297194,40.6848405,"120-45 235th st, cambria heights, ny 11411, usa"
29Q181,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S. 181 Brookfield,"148-15 230 STREET,QUEENS,NY,11413",-73.7531049,40.6557551,"148-15 230th st, springfield gardens, ny 11413, usa"
29Q195,Consultant Program,,.,,,,,,,,Phyllis Miner,Jennifer Chan,P.S. 195 William Haberle,"253-50 149 AVENUE,QUEENS,NY,11422",-73.7348222,40.652634,"253-50 149th ave, rosedale, ny 11422, usa"
29Q208,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S./I.S. 208,"74-30 COMMONWEALTH BLVD,QUEENS,NY,11426",-73.727581,40.744184,"74-30 commonwealth blvd, jamaica, ny 11426, usa"
29Q259,PIP,,.,X,NY Foundling,X,,,,,,,Pathways College Preparatory School: A College Board School,"109-89 204 STREET,QUEENS,NY,11412",-73.7527082,40.7057537,"109-89 204th st, st. albans, ny 11412, usa"
29Q270,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,The Gordon Parks School,"233-15 MERRICK BOULEVARD,QUEENS,NY,11422",-73.7363585,40.6749904,"233-15 merrick blvd, jamaica, ny 11422, usa"
29Q283,PIP,X,H+H Gotham,X,Child Center of NY,X,,,,,,,Preparatory Academy for Writers: A College Board School,"143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413",-73.7581742,40.6675872,"143-10 springfield blvd, springfield gardens, ny 11413, usa"
29Q360,Consultant Program,,.,,,,,,,,Phyllis Miner,Idania Carrera,P.S. 360,"199-10 112 AVENUE,QUEENS,NY,11412",-73.7562896,40.7024141,"199-10 112th ave, st. albans, ny 11412, usa"
30Q002,Consultant Program,,.,,,,,,,,Tina Scandul,David Lesser,P.S. 002 Alfred Zimberg,"75-10 21 AVENUE,QUEENS,NY,11370",-73.8942583,40.7700942,"75-10 21st ave, flushing, ny 11370, usa"
30Q010,PIP,,.,X,NY Foundling,X,,,,,,,I.S. 010 Horace Greeley,"45-11 31ST AVE,QUEENS,NY,11103",-73.9124987,40.7595184,"45-11 31st ave, long island city, ny 11103, usa"
30Q011,Consultant Program,,.,,,,,,,,Tina Scandul,Shivani Bohara,Broome Street Academy Charter School,"121 AVENUE OF THE AMERICAS,NEW YORK,NY,10013",-74.0052743,40.7240978,"121 6th ave, new york, ny 10013, usa"
30Q017,Consultant Program,,.,,,,,,,,Tina Scandul,Ashley Kaippallil,P.S. 017 Henry David Thoreau,"28-37 29 STREET,QUEENS,NY,11102",-73.9228684,40.7682614,"28-37 29th st, long island city, ny 11102, usa"
30Q069,Consultant Program,,.,,,,,,,,Tina Scandul,Ashley Kaippallil,P.S. 069 Jackson Heights,"77-02 37 AVENUE,QUEENS,NY,11372",-73.8886743,40.7486886,"77-02 37th ave, jackson heights, ny 11372, usa"
30Q070,Consultant Program,,.,,,,,,,,Tina Scandul,Ashley Kaippallil,P.S. 070,"30-44 43rd Street,QUEENS,NY,11103",-73.9139124,40.7618255,"30-44 43rd st, astoria, ny 11103, usa"
30Q078,Consultant Program,,.,,,,,,,,Tina Scandul,David Lesser,P.S./I.S. 78Q,"48-09 CENTER BOULEVARD,QUEENS,NY,11109",-73.9576657,40.7444645,"48-9 center blvd, long island city, ny 11109, usa"
